observation_type,domain,dataset_instance,var_name,var_label,var_def,pct_public,keep_previous,keep
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISEDPRUN,"Dissimilarity index, primary incomplete vs university complete",Dissimilarity index: primary incomplete vs. university completed,82.5,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISETBKWM,"Dissimilarity index, black vs white-mestizo",Dissimilarity index based on race/ethnicity: black vs. white and mestizo,50,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISETBXWM,"Dissimilarity index, black-Raizal-Palenquer vs white-mestizo ",Dissimilarity index based on race/ethnicity: black (including Raizal and Palanquero) vs. white and mestizo,50,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISIC1VOT,"Dissimilarity index, ≤1 minimum wage vs others",Dissimilarity index based on household income: ≤ 1 vs. > 1 minimum wage,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISIC2VOT,"Dissimilarity index, ≤2 minimum wages vs others",Dissimilarity index based on household income: ≤ 2 vs. > 2 minimum wages,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISIC3VOT,"Dissimilarity index, ≤3 minimum wage vs others",Dissimilarity index based on household income: ≤ 3 vs. > 3 minimum wages,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISICHVOT,"Dissimilarity index, ≤half minimum wage vs others",Dissimilarity index based on household income: ≤ ½ vs. > ½ minimum wages,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISRCBKWT,"Dissimilarity index, black vs white",Dissimilarity index based on race/ethnicity: black vs. white,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISRCBWWT,"Dissimilarity index, brown vs white",Dissimilarity index based on race/ethnicity: brown vs. white,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGDISRCBXWT,"Dissimilarity index, black brown vs white ",Dissimilarity index based on race/ethnicity: black and brown vs. white,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOEDPRIC,"Isolation index, primary incomplete","Isolation index based on education, primary incomplete: Based on the educational attainment of people of 25 years or older (in Mexico, those of 15 years or older)",77.33,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOEDUNCP,"Isolation index, university complete","Isolation index based on education, university completed. Based on the educational attainment of people of 25 years or older (in Mexico, those of 15 years or older)",82.5,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOETBK,"Isolation index, black",Isolation index based on race/ethnicity: black,50,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOETBX,"Isolation index, black-Raizal-Palenquer","Isolation index based on race/ethnicity: black, Raizal, and Palenquero",50,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOETWM,"Isolation index, white-mestizo",Isolation index based on race/ethnicity: white or mestizo,50,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOIC1,"Isolation index, income ≤1 minimum wage",Isolation index based on household income: ≤ 1 minimum wage,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOIC2,"Isolation index, income ≤2 minimum wages",Isolation index based on household income: ≤ 2 minimum wages,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOIC3,"Isolation index, income ≤3 minimum wages",Isolation index based on household income: ≤ 3 minimum wages,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISOICH,"Isolation index, income ≤half minimum wages",Isolation index based on household income: ≤ 1/2 minimum wage,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISORCBK,"Isolation index , black",Isolation index based on race/ethnicity: black,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISORCBW,"Isolation index, brown",Isolation index based on race/ethnicity: brown,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISORCBX,"Isolation index, black and brown ",Isolation index based on race/ethnicity: black and brown,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGISORCWT,"Isolation index, white",Isolation index based on race/ethnicity: white,100,1,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNALL,Number of L3 units ,Number of all L3 units found in the census data within L1AD,85.96,0,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNEDALL,Number of people with education information,Number of people who responded to the question on educational attainment,77.33,0,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNEDPRCP,Number of people with primary education,Number of people who completed primary school as the highest institution,63.87,0,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNEDPRIC,Number of people without primary education,Number of people who did not complete primary school,77.33,0,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNEDSCCP,Number of people with secondary education,Number of people who completed secondary school as the highest institution,63.87,0,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNEDUNCP,Number of people with undergraduate education,Number of people who completed university as the highest institution,82.5,0,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNEMP,Unpopulated L3 units,Number of unpopulated L3 units within L1AD,85.96,0,
area-level,"Social, Economic, and Services Environment",SEC_SegregationIdx_v1.0,SGNETALL,Number of people with ethnicity information,Number of people who responded to the question on ethnicity,50,0,
